,championId,pickTurn,teamId,metadata.matchId
0,63,1,100,LA1_1167319728
1,157,2,100,LA1_1167319728
2,24,3,100,LA1_1167319728
3,11,4,100,LA1_1167319728
4,99,5,100,LA1_1167319728
5,63,6,200,LA1_1167319728
6,875,7,200,LA1_1167319728
7,35,8,200,LA1_1167319728
8,555,9,200,LA1_1167319728
9,84,10,200,LA1_1167319728
10,39,1,100,LA1_1167286773
11,99,2,100,LA1_1167286773
12,19,3,100,LA1_1167286773
13,81,4,100,LA1_1167286773
14,875,5,100,LA1_1167286773
15,11,6,200,LA1_1167286773
16,711,7,200,LA1_1167286773
17,53,8,200,LA1_1167286773
18,21,9,200,LA1_1167286773
19,24,10,200,LA1_1167286773
20,145,1,100,LA1_1167268729
21,555,2,100,LA1_1167268729
22,39,3,100,LA1_1167268729
23,11,4,100,LA1_1167268729
24,105,5,100,LA1_1167268729
25,-1,6,200,LA1_1167268729
26,875,7,200,LA1_1167268729
27,81,8,200,LA1_1167268729
28,99,9,200,LA1_1167268729
29,25,10,200,LA1_1167268729
30,122,1,100,LA1_1166784324
31,89,2,100,LA1_1166784324
32,11,3,100,LA1_1166784324
33,51,4,100,LA1_1166784324
34,75,5,100,LA1_1166784324
35,555,6,200,LA1_1166784324
36,84,7,200,LA1_1166784324
37,157,8,200,LA1_1166784324
38,45,9,200,LA1_1166784324
39,17,10,200,LA1_1166784324
40,122,1,100,LA1_1166760935
41,51,2,100,LA1_1166760935
42,10,3,100,LA1_1166760935
43,35,4,100,LA1_1166760935
44,517,5,100,LA1_1166760935
45,84,6,200,LA1_1166760935
46,-1,7,200,LA1_1166760935
47,24,8,200,LA1_1166760935
48,80,9,200,LA1_1166760935
49,157,10,200,LA1_1166760935
50,147,1,100,LA1_1166735035
51,105,2,100,LA1_1166735035
52,11,3,100,LA1_1166735035
53,18,4,100,LA1_1166735035
54,82,5,100,LA1_1166735035
55,11,6,200,LA1_1166735035
56,63,7,200,LA1_1166735035
57,53,8,200,LA1_1166735035
58,36,9,200,LA1_1166735035
59,25,10,200,LA1_1166735035
60,25,1,100,LA1_1166544818
61,80,2,100,LA1_1166544818
62,29,3,100,LA1_1166544818
63,875,4,100,LA1_1166544818
64,421,5,100,LA1_1166544818
65,69,6,200,LA1_1166544818
66,420,7,200,LA1_1166544818
67,157,8,200,LA1_1166544818
68,141,9,200,LA1_1166544818
69,35,10,200,LA1_1166544818
70,35,1,100,LA1_1165259860
71,21,2,100,LA1_1165259860
72,84,3,100,LA1_1165259860
73,99,4,100,LA1_1165259860
74,36,5,100,LA1_1165259860
75,58,6,200,LA1_1165259860
76,53,7,200,LA1_1165259860
77,45,8,200,LA1_1165259860
78,202,9,200,LA1_1165259860
79,11,10,200,LA1_1165259860
80,555,1,100,LA1_1165255807
81,245,2,100,LA1_1165255807
82,420,3,100,LA1_1165255807
83,48,4,100,LA1_1165255807
84,51,5,100,LA1_1165255807
85,166,6,200,LA1_1165255807
86,523,7,200,LA1_1165255807
87,17,8,200,LA1_1165255807
88,19,9,200,LA1_1165255807
89,34,10,200,LA1_1165255807
90,36,1,100,LA1_1165242631
91,202,2,100,LA1_1165242631
92,63,3,100,LA1_1165242631
93,876,4,100,LA1_1165242631
94,157,5,100,LA1_1165242631
95,223,6,200,LA1_1165242631
96,238,7,200,LA1_1165242631
97,64,8,200,LA1_1165242631
98,360,9,200,LA1_1165242631
99,50,10,200,LA1_1165242631
100,777,1,100,LA1_1164923536
101,11,2,100,LA1_1164923536
102,99,3,100,LA1_1164923536
103,79,4,100,LA1_1164923536
104,222,5,100,LA1_1164923536
105,51,6,200,LA1_1164923536
106,10,7,200,LA1_1164923536
107,45,8,200,LA1_1164923536
108,360,9,200,LA1_1164923536
